row,ruleCode,category,reason,condition1,condition2
1999,SZ医保-1999-90dbdb1ccd,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 36.06 非-药物洗脱冠状动脉支架置入,全部手术编码 00.40-00.48
2000,SZ医保-2000-5cf4cab787,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 36.07 药物洗脱冠状动脉支架置入,全部手术编码 00.40-00.48
2001,SZ医保-2001-c2255154e0,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 36.09 冠状动脉梗阻的其他去除术,全部手术编码 00.40-00.48
2002,SZ医保-2002-79183870bc,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 39.50 其他非冠状血管成形术,全部手术编码 00.40-00.48
2003,SZ医保-2003-fe2f308ef6,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 39.90 周围(非冠状的)血管非药物洗脱支架置入,全部手术编码 00.40-00.48
2004,SZ医保-2004-99a223d7be,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 41.02 异体骨髓移植伴净化,全部手术编码 00.91-00.93
2005,SZ医保-2005-e741f0851d,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 41.03 异体骨髓移植不伴净化,全部手术编码 00.91-00.93
2006,SZ医保-2006-fb93447b62,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 41.05 异体造血干细胞移植不伴净化,全部手术编码 00.91-00.93
2007,SZ医保-2007-db23cf9d55,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 50.51 辅助肝移植,全部手术编码 00.91-00.93
2008,SZ医保-2008-0951f61eab,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 50.59 肝的其他移植术,全部手术编码 00.91-00.93
2009,SZ医保-2009-38b651501b,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 55.69 其他肾移植术,全部手术编码 00.91-00.93
2010,SZ医保-2010-c7ec3620e3,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 70.78 用移植物或假体的阴道悬吊和固定术,全部手术编码 70.94-70.95
2011,SZ医保-2011-286d6b1a17,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 81.0 脊柱融合术,全部手术编码 81.62-81.64
2012,SZ医保-2012-c07bdba681,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 81.3 脊柱再融合,全部手术编码 81.62-81.64
2013,SZ医保-2013-526f9edfe4,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 81.51 全部髋关节置换,全部手术编码 00.74-00.78
2014,SZ医保-2014-8b66c3d363,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部手术编码 78.11 肩胛骨,锁骨和胸廓[肋骨和胸骨]使用外固定装置",全部手术编码 79.00-79.89
2015,SZ医保-2015-c010efe7ac,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 78.12 肱骨使用外固定装置,全部手术编码 79.00-79.89
2016,SZ医保-2016-8c92400e50,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 78.13 桡骨和尺骨使用外固定装置,全部手术编码 79.00-79.89
2017,SZ医保-2017-a2379a20d9,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 78.14 腕骨和掌骨使用外固定装置,全部手术编码 79.00-79.89
2018,SZ医保-2018-2db801f867,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 78.15 股骨使用外固定装置,全部手术编码 79.00-79.89
2019,SZ医保-2019-32823d7553,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 78.16 髌骨使用外固定装置,全部手术编码 79.00-79.89
2020,SZ医保-2020-2588ca4700,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 78.17 胫骨和腓骨使用外固定装置,全部手术编码 79.00-79.89
2021,SZ医保-2021-15c80a515b,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 78.18 跗骨和跖骨使用外固定装置,全部手术编码 79.00-79.89
2022,SZ医保-2022-9b73e86dc4,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 78.19 其他骨使用外固定装置,全部手术编码 79.00-79.89
2023,SZ医保-2023-b384c9dcdb,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部手术编码 84.71 外部固定装置应用,单相系统",全部手术编码 79.00-79.89
2024,SZ医保-2024-7b7fce22ef,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部手术编码 84.72 外部固定装置的应用,环型系统",全部手术编码 79.00-79.89
2025,SZ医保-2025-f09823de36,手术缺编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 84.73 混合外部固定装置的应用,全部手术编码 79.00-79.89
2026,SZ医保-2026-ae345d2073,手术编码错误,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O70 分娩时会阴裂伤,全部手术编码 71.7 外阴和会阴修补术
2027,SZ医保-2027-0a016a24a5,手术编码错误,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O71.3 宫颈的产科裂伤,全部手术编码 67.6 子宫颈的其他修补术
2028,SZ医保-2028-b347e111b1,手术编码错误,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O71.4 产科高位阴道裂伤,全部手术编码 70.7 阴道其他修补术
2029,SZ医保-2029-a7738bcd12,手术编码错误,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O80.0 头位顺产,"全部手术编码 72 产钳,真空抽吸和臀位分娩"
2030,SZ医保-2030-2ad50977a4,手术编码错误,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 72.1x00,全部手术编码 73.6 外阴切开术
2031,SZ医保-2031-de85a3aacf,手术编码错误,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 72.2100,全部手术编码 73.6 外阴切开术
2032,SZ医保-2032-9afdb8d6b5,手术编码错误,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 72.3100,全部手术编码 73.6 外阴切开术
2033,SZ医保-2033-026de09378,手术编码错误,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,主要疾病编码 O,全部手术编码 71 外阴和会阴的手术
2034,SZ医保-2034-391bfd2d6c,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2035,SZ医保-2035-56ba1fdb17,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2036,SZ医保-2036-46ba0f5824,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2037,SZ医保-2037-deaec7f451,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2038,SZ医保-2038-bd9141d64a,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00x002 腺样体切除术
2039,SZ医保-2039-532c0a8b30,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00x002 腺样体切除术
2040,SZ医保-2040-4d599628c9,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2041,SZ医保-2041-2c2381494c,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2042,SZ医保-2042-3e2b0adb13,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2043,SZ医保-2043-455b2d86aa,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2044,SZ医保-2044-ba0a57c90f,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x01 腺样体等离子切除术
2045,SZ医保-2045-9b3c66e133,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x01 腺样体等离子切除术
2046,SZ医保-2046-42a167e402,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x01 腺样体等离子切除术
2047,SZ医保-2047-7fa2910301,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x02 内镜下腺样体切除术
2048,SZ医保-2048-433fd590a8,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x02 内镜下腺样体切除术
2049,SZ医保-2049-163289ed7a,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x03 内镜下残余腺样增殖体切除术
2050,SZ医保-2050-f3c1b2df94,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00 扁桃体切除术不伴腺样增殖体切除术,全部手术编码 28.6x03 内镜下残余腺样增殖体切除术
2051,SZ医保-2051-52a3d1d66e,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2052,SZ医保-2052-b744b1e896,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2053,SZ医保-2053-0b00fc180b,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2054,SZ医保-2054-044973d15a,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2055,SZ医保-2055-ecd373b87f,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00x002 腺样体切除术
2056,SZ医保-2056-06ba34cf6b,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00x002 腺样体切除术
2057,SZ医保-2057-36f335e466,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2058,SZ医保-2058-f520d1a57a,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2059,SZ医保-2059-f4afeff909,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2060,SZ医保-2060-1844f97a3d,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2061,SZ医保-2061-2aee9f71d3,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x01 腺样体等离子切除术
2062,SZ医保-2062-8ac7ef4c0f,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x01 腺样体等离子切除术
2063,SZ医保-2063-e0cd9e7ecf,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x01 腺样体等离子切除术
2064,SZ医保-2064-5e27a22477,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x02 内镜下腺样体切除术
2065,SZ医保-2065-d63d83e814,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x02 内镜下腺样体切除术
2066,SZ医保-2066-e121e17a50,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x03 内镜下残余腺样增殖体切除术
2067,SZ医保-2067-99e36187c5,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x002 扁桃体切除术,全部手术编码 28.6x03 内镜下残余腺样增殖体切除术
2068,SZ医保-2068-9b809df296,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2069,SZ医保-2069-b6e8b8b7bb,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2070,SZ医保-2070-90cfe38ead,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2071,SZ医保-2071-ffc1c08c44,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2072,SZ医保-2072-65f410a058,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00x002 腺样体切除术
2073,SZ医保-2073-7b3d4d2095,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00x002 腺样体切除术
2074,SZ医保-2074-3b83cad45b,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2075,SZ医保-2075-a22c718eb3,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2076,SZ医保-2076-d908df4a57,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2077,SZ医保-2077-a013c15694,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2078,SZ医保-2078-93bcb36b93,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x01 腺样体等离子切除术
2079,SZ医保-2079-ea5c2c1da5,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x01 腺样体等离子切除术
2080,SZ医保-2080-1ef463f03d,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x01 腺样体等离子切除术
2081,SZ医保-2081-2cf8634312,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x02 内镜下腺样体切除术
2082,SZ医保-2082-72adb2b3e2,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x02 内镜下腺样体切除术
2083,SZ医保-2083-bb3b989cf3,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x03 内镜下残余腺样增殖体切除术
2084,SZ医保-2084-2f64d90230,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x00x003 支撑喉镜下扁桃体切除术,全部手术编码 28.6x03 内镜下残余腺样增殖体切除术
2085,SZ医保-2085-79c710592d,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2086,SZ医保-2086-aa629d2f05,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2087,SZ医保-2087-d0361ad24e,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2088,SZ医保-2088-6cfbb50f87,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2089,SZ医保-2089-322c2aa900,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00x002 腺样体切除术
2090,SZ医保-2090-23950de657,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00x002 腺样体切除术
2091,SZ医保-2091-aac1368dc3,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2092,SZ医保-2092-6b0c8f87f2,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2093,SZ医保-2093-faa098abc9,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2094,SZ医保-2094-0c2c940b7c,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2095,SZ医保-2095-c009fbde62,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x01 腺样体等离子切除术
2096,SZ医保-2096-f9ebd17fba,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x01 腺样体等离子切除术
2097,SZ医保-2097-2ced55dbd4,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x01 腺样体等离子切除术
2098,SZ医保-2098-ae21966cde,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x02 内镜下腺样体切除术
2099,SZ医保-2099-f7d467fd4a,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x02 内镜下腺样体切除术
2100,SZ医保-2100-c382100621,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x03 内镜下残余腺样增殖体切除术
2101,SZ医保-2101-86d7ad8eb9,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x01 扁桃体射频消融术,全部手术编码 28.6x03 内镜下残余腺样增殖体切除术
2102,SZ医保-2102-e8a47c0cd8,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2103,SZ医保-2103-e60b07b9d2,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00 腺样增殖体切除术不伴扁桃体切除术
2104,SZ医保-2104-a0c80a922d,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2105,SZ医保-2105-cf688a9298,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00x001 鼻内镜下经鼻腺样体切除术
2106,SZ医保-2106-96b869dcc1,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00x002 腺样体切除术
2107,SZ医保-2107-a15aaff738,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00x002 腺样体切除术
2108,SZ医保-2108-e555231665,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2109,SZ医保-2109-020fd50d51,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00x004 支撑喉镜下残余腺样增殖体体切除术
2110,SZ医保-2110-1ecf8ba915,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2111,SZ医保-2111-80a189b6e2,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x00x005 鼻内镜下腺样体消融术
2112,SZ医保-2112-94e5ff947a,手术合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部手术编码 28.2x02 扁桃体激光切除术,全部手术编码 28.6x01 腺样体等离子切除术
